row,rt,button_pressed,left_image,right_image,trial_type,trial_index,time_elapsed,subject_id,task,responses
2154,1826,0,four_7.png,four_4.png,html-button-response,93,324968,59922ece7d29e70001730450,typicality,NULL
2155,3169,0,nine_10.png,nine_6.png,html-button-response,94,328138,59922ece7d29e70001730450,typicality,NULL
2156,962,0,six_9.png,six_6.png,html-button-response,95,329101,59922ece7d29e70001730450,typicality,NULL
2157,1006,1,two_10.png,two_3.png,html-button-response,96,330108,59922ece7d29e70001730450,typicality,NULL
2158,1974,1,zero_10.png,zero_3.png,html-button-response,97,332083,59922ece7d29e70001730450,typicality,NULL
2159,3812,0,one_3.png,one_1.png,html-button-response,98,335895,59922ece7d29e70001730450,typicality,NULL
2160,1802,1,four_9.png,four_7.png,html-button-response,99,337698,59922ece7d29e70001730450,typicality,NULL
2161,1872,0,six_7.png,six_2.png,html-button-response,100,339571,59922ece7d29e70001730450,typicality,NULL
2162,18145,1,four_4.png,four_10.png,html-button-response,101,357717,59922ece7d29e70001730450,typicality,NULL
2163,1316,0,three_10.png,three_7.png,html-button-response,102,359034,59922ece7d29e70001730450,typicality,NULL
2164,1018,0," "," ",html-button-response,0,1046,5be4a509c860ad0001438fd9,typicality,NULL
2165,5420,NULL," "," ",instructions,1,6471,5be4a509c860ad0001438fd9,typicality,NULL
2166,42372,NULL,NULL,NULL,survey-text,2,48863,5be4a509c860ad0001438fd9,typicality,"{"Q0":"Which one looks more uncommon/weird"}"
2167,7477,0,eight_1.png,eight_7.png,html-button-response,3,56343,5be4a509c860ad0001438fd9,typicality,NULL
2168,2538,1,nine_7.png,nine_9.png,html-button-response,4,58883,5be4a509c860ad0001438fd9,typicality,NULL
2169,1762,0,two_2.png,two_9.png,html-button-response,5,60647,5be4a509c860ad0001438fd9,typicality,NULL
2170,3834,0,eight_1.png,eight_9.png,html-button-response,6,64482,5be4a509c860ad0001438fd9,typicality,NULL
2171,2580,0,two_10.png,two_7.png,html-button-response,7,67065,5be4a509c860ad0001438fd9,typicality,NULL
2172,2271,0,four_1.png,four_5.png,html-button-response,8,69337,5be4a509c860ad0001438fd9,typicality,NULL
2173,1136,0,three_6.png,three_1.png,html-button-response,9,70475,5be4a509c860ad0001438fd9,typicality,NULL
2174,1272,0,nine_4.png,nine_6.png,html-button-response,10,71748,5be4a509c860ad0001438fd9,typicality,NULL
2175,3448,1,six_7.png,six_5.png,html-button-response,11,75197,5be4a509c860ad0001438fd9,typicality,NULL
2176,4882,0,zero_4.png,zero_6.png,html-button-response,12,80081,5be4a509c860ad0001438fd9,typicality,NULL
2177,1570,1,nine_2.png,nine_3.png,html-button-response,13,81654,5be4a509c860ad0001438fd9,typicality,NULL
2178,1749,0,seven_9.png,seven_3.png,html-button-response,14,83405,5be4a509c860ad0001438fd9,typicality,NULL
2179,2581,0,nine_1.png,nine_8.png,html-button-response,15,85987,5be4a509c860ad0001438fd9,typicality,NULL
2180,999,0,one_10.png,one_3.png,html-button-response,16,86987,5be4a509c860ad0001438fd9,typicality,NULL
2181,2376,0,one_4.png,one_8.png,html-button-response,17,89365,5be4a509c860ad0001438fd9,typicality,NULL
2182,1170,0,seven_9.png,seven_1.png,html-button-response,18,90537,5be4a509c860ad0001438fd9,typicality,NULL
2183,1285,1,five_2.png,five_6.png,html-button-response,19,91824,5be4a509c860ad0001438fd9,typicality,NULL
2184,1362,0,five_9.png,five_6.png,html-button-response,20,93189,5be4a509c860ad0001438fd9,typicality,NULL
2185,1660,1,two_8.png,two_1.png,html-button-response,21,94850,5be4a509c860ad0001438fd9,typicality,NULL
2186,1529,1,nine_2.png,nine_10.png,html-button-response,22,96380,5be4a509c860ad0001438fd9,typicality,NULL
2187,1120,1,six_8.png,six_2.png,html-button-response,23,97501,5be4a509c860ad0001438fd9,typicality,NULL
2188,1787,0,four_4.png,four_7.png,html-button-response,24,99289,5be4a509c860ad0001438fd9,typicality,NULL
2189,896,1,three_8.png,three_7.png,html-button-response,25,100186,5be4a509c860ad0001438fd9,typicality,NULL
2190,874,0,zero_3.png,zero_8.png,html-button-response,26,101062,5be4a509c860ad0001438fd9,typicality,NULL
2191,754,1,six_10.png,six_1.png,html-button-response,27,101817,5be4a509c860ad0001438fd9,typicality,NULL
2192,797,0,seven_1.png,seven_5.png,html-button-response,28,102616,5be4a509c860ad0001438fd9,typicality,NULL
2193,702,1,seven_7.png,seven_6.png,html-button-response,29,103320,5be4a509c860ad0001438fd9,typicality,NULL
2194,655,0,three_4.png,three_7.png,html-button-response,30,103977,5be4a509c860ad0001438fd9,typicality,NULL
2195,177,0,three_8.png,three_3.png,html-button-response,31,104156,5be4a509c860ad0001438fd9,typicality,NULL
2196,157,0,nine_6.png,nine_7.png,html-button-response,32,104315,5be4a509c860ad0001438fd9,typicality,NULL
2197,170,0,three_4.png,three_10.png,html-button-response,33,104487,5be4a509c860ad0001438fd9,typicality,NULL
2198,214,0,eight_10.png,eight_8.png,html-button-response,34,104702,5be4a509c860ad0001438fd9,typicality,NULL
2199,685,1,six_10.png,six_6.png,html-button-response,35,105388,5be4a509c860ad0001438fd9,typicality,NULL
2200,162,1,seven_10.png,seven_8.png,html-button-response,36,105553,5be4a509c860ad0001438fd9,typicality,NULL
2201,158,1,eight_7.png,eight_3.png,html-button-response,37,105712,5be4a509c860ad0001438fd9,typicality,NULL
2202,155,1,two_4.png,two_3.png,html-button-response,38,105869,5be4a509c860ad0001438fd9,typicality,NULL
2203,148,1,zero_5.png,zero_1.png,html-button-response,39,106018,5be4a509c860ad0001438fd9,typicality,NULL
2204,172,1,two_8.png,two_5.png,html-button-response,40,106192,5be4a509c860ad0001438fd9,typicality,NULL
2205,210,1,one_6.png,one_5.png,html-button-response,41,106421,5be4a509c860ad0001438fd9,typicality,NULL
2206,716,0,five_9.png,five_1.png,html-button-response,42,107138,5be4a509c860ad0001438fd9,typicality,NULL
2207,148,0,four_6.png,four_8.png,html-button-response,43,107288,5be4a509c860ad0001438fd9,typicality,NULL
2208,163,0,four_4.png,four_2.png,html-button-response,44,107452,5be4a509c860ad0001438fd9,typicality,NULL
2209,126,0,six_3.png,six_4.png,html-button-response,45,107581,5be4a509c860ad0001438fd9,typicality,NULL
2210,119,0,zero_10.png,zero_7.png,html-button-response,46,107701,5be4a509c860ad0001438fd9,typicality,NULL
2211,216,0,eight_6.png,eight_4.png,html-button-response,47,107919,5be4a509c860ad0001438fd9,typicality,NULL
2212,1424,1,three_5.png,three_3.png,html-button-response,48,109344,5be4a509c860ad0001438fd9,typicality,NULL
2213,733,0,one_6.png,one_9.png,html-button-response,49,110079,5be4a509c860ad0001438fd9,typicality,NULL
2214,607,1,six_9.png,six_3.png,html-button-response,50,110688,5be4a509c860ad0001438fd9,typicality,NULL
2215,671,0,zero_2.png,zero_10.png,html-button-response,51,111361,5be4a509c860ad0001438fd9,typicality,NULL
2216,578,1,zero_9.png,zero_7.png,html-button-response,52,111940,5be4a509c860ad0001438fd9,typicality,NULL
2217,649,0,one_2.png,one_5.png,html-button-response,53,112590,5be4a509c860ad0001438fd9,typicality,NULL
2218,648,1,four_5.png,four_3.png,html-button-response,54,113239,5be4a509c860ad0001438fd9,typicality,NULL
2219,623,0,two_4.png,two_5.png,html-button-response,55,113863,5be4a509c860ad0001438fd9,typicality,NULL
2220,591,1,five_8.png,five_3.png,html-button-response,56,114456,5be4a509c860ad0001438fd9,typicality,NULL
2221,624,0,seven_4.png,seven_7.png,html-button-response,57,115081,5be4a509c860ad0001438fd9,typicality,NULL
2222,489,1,one_3.png,one_7.png,html-button-response,58,115571,5be4a509c860ad0001438fd9,typicality,NULL
2223,156,1,nine_9.png,nine_3.png,html-button-response,59,115728,5be4a509c860ad0001438fd9,typicality,NULL
2224,149,1,four_1.png,four_7.png,html-button-response,60,115879,5be4a509c860ad0001438fd9,typicality,NULL
2225,212,1,five_10.png,five_5.png,html-button-response,61,116092,5be4a509c860ad0001438fd9,typicality,NULL
2226,933,0,four_10.png,four_2.png,html-button-response,62,117027,5be4a509c860ad0001438fd9,typicality,NULL
2227,142,0,eight_5.png,eight_9.png,html-button-response,63,117170,5be4a509c860ad0001438fd9,typicality,NULL
2228,141,0,four_9.png,four_3.png,html-button-response,64,117312,5be4a509c860ad0001438fd9,typicality,NULL
2229,202,0,one_2.png,one_7.png,html-button-response,65,117516,5be4a509c860ad0001438fd9,typicality,NULL
2230,793,1,seven_3.png,seven_5.png,html-button-response,66,118310,5be4a509c860ad0001438fd9,typicality,NULL
2231,149,1,three_9.png,three_1.png,html-button-response,67,118461,5be4a509c860ad0001438fd9,typicality,NULL
2232,141,1,three_5.png,three_2.png,html-button-response,68,118604,5be4a509c860ad0001438fd9,typicality,NULL
2233,209,1,two_6.png,two_3.png,html-button-response,69,118818,5be4a509c860ad0001438fd9,typicality,NULL
2234,806,0,eight_4.png,eight_5.png,html-button-response,70,119625,5be4a509c860ad0001438fd9,typicality,NULL
2235,164,0,seven_10.png,seven_8.png,html-button-response,71,119790,5be4a509c860ad0001438fd9,typicality,NULL
2236,148,0,eight_6.png,eight_2.png,html-button-response,72,119940,5be4a509c860ad0001438fd9,typicality,NULL
2237,214,0,four_8.png,four_9.png,html-button-response,73,120155,5be4a509c860ad0001438fd9,typicality,NULL
2238,693,1,three_2.png,three_9.png,html-button-response,74,120849,5be4a509c860ad0001438fd9,typicality,NULL
2239,134,1,one_1.png,one_10.png,html-button-response,75,120984,5be4a509c860ad0001438fd9,typicality,NULL
2240,149,1,seven_2.png,seven_4.png,html-button-response,76,121134,5be4a509c860ad0001438fd9,typicality,NULL
2241,221,1,one_4.png,one_9.png,html-button-response,77,121357,5be4a509c860ad0001438fd9,typicality,NULL
2242,723,0,two_10.png,two_9.png,html-button-response,78,122081,5be4a509c860ad0001438fd9,typicality,NULL
2243,179,0,five_7.png,five_4.png,html-button-response,79,122261,5be4a509c860ad0001438fd9,typicality,NULL
2244,142,0,five_4.png,five_1.png,html-button-response,80,122405,5be4a509c860ad0001438fd9,typicality,NULL
2245,140,0,six_9.png,six_2.png,html-button-response,81,122546,5be4a509c860ad0001438fd9,typicality,NULL
2246,212,0,four_6.png,four_10.png,html-button-response,82,122759,5be4a509c860ad0001438fd9,typicality,NULL
2247,538,1,zero_8.png,zero_3.png,html-button-response,83,123298,5be4a509c860ad0001438fd9,typicality,NULL
2248,149,1,five_3.png,five_5.png,html-button-response,84,123449,5be4a509c860ad0001438fd9,typicality,NULL
2249,162,1,eight_8.png,eight_3.png,html-button-response,85,123612,5be4a509c860ad0001438fd9,typicality,NULL
2250,141,1,eight_10.png,eight_2.png,html-button-response,86,123755,5be4a509c860ad0001438fd9,typicality,NULL
2251,157,1,nine_8.png,nine_5.png,html-button-response,87,123914,5be4a509c860ad0001438fd9,typicality,NULL
2252,787,0,six_5.png,six_1.png,html-button-response,88,124702,5be4a509c860ad0001438fd9,typicality,NULL
2253,178,0,one_1.png,one_8.png,html-button-response,89,124882,5be4a509c860ad0001438fd9,typicality,NULL
2254,171,0,two_7.png,two_1.png,html-button-response,90,125054,5be4a509c860ad0001438fd9,typicality,NULL
2255,143,0,zero_5.png,zero_6.png,html-button-response,91,125198,5be4a509c860ad0001438fd9,typicality,NULL
2256,198,0,zero_9.png,zero_1.png,html-button-response,92,125398,5be4a509c860ad0001438fd9,typicality,NULL
2257,652,1,nine_1.png,nine_10.png,html-button-response,93,126051,5be4a509c860ad0001438fd9,typicality,NULL
2258,262,1,five_2.png,five_7.png,html-button-response,94,126315,5be4a509c860ad0001438fd9,typicality,NULL
2259,208,1,five_10.png,five_8.png,html-button-response,95,126525,5be4a509c860ad0001438fd9,typicality,NULL
2260,720,0,six_6.png,six_4.png,html-button-response,96,127246,5be4a509c860ad0001438fd9,typicality,NULL
2261,165,0,seven_6.png,seven_2.png,html-button-response,97,127412,5be4a509c860ad0001438fd9,typicality,NULL
2262,199,0,zero_2.png,zero_4.png,html-button-response,98,127613,5be4a509c860ad0001438fd9,typicality,NULL
2263,518,1,two_2.png,two_6.png,html-button-response,99,128132,5be4a509c860ad0001438fd9,typicality,NULL
2264,172,1,three_10.png,three_6.png,html-button-response,100,128305,5be4a509c860ad0001438fd9,typicality,NULL
2265,207,1,six_7.png,six_8.png,html-button-response,101,128514,5be4a509c860ad0001438fd9,typicality,NULL
2266,719,0,nine_5.png,nine_4.png,html-button-response,102,129234,5be4a509c860ad0001438fd9,typicality,NULL
2267,2336,0," "," ",html-button-response,0,2361,5d00d7e1a6d3c500194518f5,typicality,NULL
2268,4729,NULL," "," ",instructions,1,7097,5d00d7e1a6d3c500194518f5,typicality,NULL
2269,37073,NULL,NULL,NULL,survey-text,2,44193,5d00d7e1a6d3c500194518f5,typicality,"{"Q0":"By kind of handwriting?"}"
2270,4865,1,four_5.png,four_2.png,html-button-response,3,49068,5d00d7e1a6d3c500194518f5,typicality,NULL
2271,967,0,four_5.png,four_1.png,html-button-response,4,50044,5d00d7e1a6d3c500194518f5,typicality,NULL
2272,2638,1,four_3.png,four_6.png,html-button-response,5,52689,5d00d7e1a6d3c500194518f5,typicality,NULL
2273,3374,0,zero_2.png,zero_7.png,html-button-response,6,56070,5d00d7e1a6d3c500194518f5,typicality,NULL
2274,2383,1,seven_8.png,seven_10.png,html-button-response,7,58460,5d00d7e1a6d3c500194518f5,typicality,NULL
2275,1556,1,one_2.png,one_3.png,html-button-response,8,60024,5d00d7e1a6d3c500194518f5,typicality,NULL
2276,2685,0,two_8.png,two_2.png,html-button-response,9,62715,5d00d7e1a6d3c500194518f5,typicality,NULL
2277,3827,1,seven_9.png,seven_6.png,html-button-response,10,66548,5d00d7e1a6d3c500194518f5,typicality,NULL
2278,3251,1,seven_1.png,seven_3.png,html-button-response,11,69807,5d00d7e1a6d3c500194518f5,typicality,NULL
2279,1825,1,five_7.png,five_3.png,html-button-response,12,71638,5d00d7e1a6d3c500194518f5,typicality,NULL
2280,1775,1,seven_9.png,seven_7.png,html-button-response,13,73419,5d00d7e1a6d3c500194518f5,typicality,NULL
2281,2255,0,nine_2.png,nine_7.png,html-button-response,14,75678,5d00d7e1a6d3c500194518f5,typicality,NULL
2282,1593,0,five_4.png,five_5.png,html-button-response,15,77279,5d00d7e1a6d3c500194518f5,typicality,NULL
2283,2315,0,eight_9.png,eight_2.png,html-button-response,16,79600,5d00d7e1a6d3c500194518f5,typicality,NULL
2284,1170,0,eight_10.png,eight_2.png,html-button-response,17,80776,5d00d7e1a6d3c500194518f5,typicality,NULL
2285,1427,0,eight_8.png,eight_4.png,html-button-response,18,82208,5d00d7e1a6d3c500194518f5,typicality,NULL
2286,1011,1,eight_3.png,eight_9.png,html-button-response,19,83224,5d00d7e1a6d3c500194518f5,typicality,NULL
2287,951,1,one_5.png,one_10.png,html-button-response,20,84182,5d00d7e1a6d3c500194518f5,typicality,NULL
2288,1939,1,zero_5.png,zero_1.png,html-button-response,21,86128,5d00d7e1a6d3c500194518f5,typicality,NULL
2289,1177,0,five_8.png,five_1.png,html-button-response,22,87312,5d00d7e1a6d3c500194518f5,typicality,NULL
2290,939,1,five_5.png,five_8.png,html-button-response,23,88259,5d00d7e1a6d3c500194518f5,typicality,NULL
2291,1039,0,three_3.png,three_7.png,html-button-response,24,89304,5d00d7e1a6d3c500194518f5,typicality,NULL
2292,941,1,nine_8.png,nine_10.png,html-button-response,25,90253,5d00d7e1a6d3c500194518f5,typicality,NULL
2293,965,0,six_9.png,six_1.png,html-button-response,26,91224,5d00d7e1a6d3c500194518f5,typicality,NULL
2294,1356,0,five_1.png,five_7.png,html-button-response,27,92587,5d00d7e1a6d3c500194518f5,typicality,NULL
2295,1317,1,eight_6.png,eight_7.png,html-button-response,28,93911,5d00d7e1a6d3c500194518f5,typicality,NULL
2296,1245,0,seven_2.png,seven_1.png,html-button-response,29,95165,5d00d7e1a6d3c500194518f5,typicality,NULL
2297,959,0,zero_2.png,zero_4.png,html-button-response,30,96129,5d00d7e1a6d3c500194518f5,typicality,NULL
2298,1115,0,six_3.png,six_1.png,html-button-response,31,97252,5d00d7e1a6d3c500194518f5,typicality,NULL
2299,891,1,seven_4.png,seven_3.png,html-button-response,32,98149,5d00d7e1a6d3c500194518f5,typicality,NULL
2300,994,0,five_2.png,five_6.png,html-button-response,33,99149,5d00d7e1a6d3c500194518f5,typicality,NULL
2301,1013,1,five_6.png,five_2.png,html-button-response,34,100170,5d00d7e1a6d3c500194518f5,typicality,NULL
2302,1020,0,three_5.png,three_8.png,html-button-response,35,101198,5d00d7e1a6d3c500194518f5,typicality,NULL
2303,958,1,six_7.png,six_10.png,html-button-response,36,102163,5d00d7e1a6d3c500194518f5,typicality,NULL
2304,828,1,four_10.png,four_8.png,html-button-response,37,102999,5d00d7e1a6d3c500194518f5,typicality,NULL
2305,1649,1,eight_6.png,eight_5.png,html-button-response,38,104654,5d00d7e1a6d3c500194518f5,typicality,NULL
2306,1020,0,five_9.png,five_10.png,html-button-response,39,105681,5d00d7e1a6d3c500194518f5,typicality,NULL
2307,1287,0,eight_10.png,eight_8.png,html-button-response,40,106974,5d00d7e1a6d3c500194518f5,typicality,NULL
2308,2713,0,zero_3.png,zero_9.png,html-button-response,41,109694,5d00d7e1a6d3c500194518f5,typicality,NULL
2309,1074,0,six_9.png,six_5.png,html-button-response,42,110775,5d00d7e1a6d3c500194518f5,typicality,NULL
2310,1761,1,zero_7.png,zero_5.png,html-button-response,43,112543,5d00d7e1a6d3c500194518f5,typicality,NULL
2311,935,0,four_8.png,four_4.png,html-button-response,44,113485,5d00d7e1a6d3c500194518f5,typicality,NULL
2312,1364,0,four_7.png,four_10.png,html-button-response,45,114856,5d00d7e1a6d3c500194518f5,typicality,NULL
2313,1216,0,zero_6.png,zero_8.png,html-button-response,46,116077,5d00d7e1a6d3c500194518f5,typicality,NULL
2314,1636,0,nine_6.png,nine_5.png,html-button-response,47,117719,5d00d7e1a6d3c500194518f5,typicality,NULL
2315,1148,1,four_9.png,four_4.png,html-button-response,48,118875,5d00d7e1a6d3c500194518f5,typicality,NULL
2316,827,1,two_10.png,two_6.png,html-button-response,49,119710,5d00d7e1a6d3c500194518f5,typicality,NULL
2317,1270,0,four_9.png,four_6.png,html-button-response,50,120986,5d00d7e1a6d3c500194518f5,typicality,NULL
2318,816,0,three_3.png,three_4.png,html-button-response,51,121809,5d00d7e1a6d3c500194518f5,typicality,NULL
2319,840,1,one_9.png,one_10.png,html-button-response,52,122657,5d00d7e1a6d3c500194518f5,typicality,NULL
2320,1115,1,two_2.png,two_3.png,html-button-response,53,123779,5d00d7e1a6d3c500194518f5,typicality,NULL
2321,757,0,nine_7.png,nine_6.png,html-button-response,54,124544,5d00d7e1a6d3c500194518f5,typicality,NULL
2322,1247,0,five_10.png,five_9.png,html-button-response,55,125799,5d00d7e1a6d3c500194518f5,typicality,NULL
2323,1202,0,seven_10.png,seven_5.png,html-button-response,56,127008,5d00d7e1a6d3c500194518f5,typicality,NULL
2324,885,1,zero_4.png,zero_9.png,html-button-response,57,127900,5d00d7e1a6d3c500194518f5,typicality,NULL
2325,799,0,three_9.png,three_7.png,html-button-response,58,128707,5d00d7e1a6d3c500194518f5,typicality,NULL
2326,765,0,one_7.png,one_1.png,html-button-response,59,129478,5d00d7e1a6d3c500194518f5,typicality,NULL
2327,904,1,seven_7.png,seven_5.png,html-button-response,60,130388,5d00d7e1a6d3c500194518f5,typicality,NULL
2328,1003,1,three_10.png,three_1.png,html-button-response,61,131395,5d00d7e1a6d3c500194518f5,typicality,NULL
2329,609,1,three_2.png,three_10.png,html-button-response,62,132008,5d00d7e1a6d3c500194518f5,typicality,NULL
2330,619,0,one_6.png,one_8.png,html-button-response,63,132636,5d00d7e1a6d3c500194518f5,typicality,NULL
2331,662,0,one_6.png,one_8.png,html-button-response,64,133305,5d00d7e1a6d3c500194518f5,typicality,NULL
2332,1065,1,four_1.png,four_3.png,html-button-response,65,134378,5d00d7e1a6d3c500194518f5,typicality,NULL
2333,3523,1,six_6.png,six_8.png,html-button-response,66,137908,5d00d7e1a6d3c500194518f5,typicality,NULL
2334,1535,1,two_10.png,two_7.png,html-button-response,67,139449,5d00d7e1a6d3c500194518f5,typicality,NULL
2335,707,0,one_4.png,one_3.png,html-button-response,68,140163,5d00d7e1a6d3c500194518f5,typicality,NULL
2336,1139,0,nine_3.png,nine_4.png,html-button-response,69,141320,5d00d7e1a6d3c500194518f5,typicality,NULL
2337,877,1,seven_4.png,seven_6.png,html-button-response,70,142203,5d00d7e1a6d3c500194518f5,typicality,NULL
2338,689,0,six_8.png,six_7.png,html-button-response,71,142899,5d00d7e1a6d3c500194518f5,typicality,NULL
2339,2940,1,eight_1.png,eight_3.png,html-button-response,72,145846,5d00d7e1a6d3c500194518f5,typicality,NULL
2340,1105,1,nine_4.png,nine_10.png,html-button-response,73,146957,5d00d7e1a6d3c500194518f5,typicality,NULL
2341,5100,1,three_2.png,three_6.png,html-button-response,74,152062,5d00d7e1a6d3c500194518f5,typicality,NULL
2342,630,1,two_9.png,two_7.png,html-button-response,75,152698,5d00d7e1a6d3c500194518f5,typicality,NULL
2343,692,0,zero_3.png,zero_8.png,html-button-response,76,153397,5d00d7e1a6d3c500194518f5,typicality,NULL
2344,427,0,five_4.png,five_3.png,html-button-response,77,153830,5d00d7e1a6d3c500194518f5,typicality,NULL
2345,606,1,two_9.png,two_6.png,html-button-response,78,154443,5d00d7e1a6d3c500194518f5,typicality,NULL
2346,718,0,two_4.png,two_8.png,html-button-response,79,155169,5d00d7e1a6d3c500194518f5,typicality,NULL
2347,439,0,nine_9.png,nine_2.png,html-button-response,80,155615,5d00d7e1a6d3c500194518f5,typicality,NULL
2348,985,0,zero_10.png,zero_6.png,html-button-response,81,156605,5d00d7e1a6d3c500194518f5,typicality,NULL
2349,1449,1,one_5.png,one_2.png,html-button-response,82,158061,5d00d7e1a6d3c500194518f5,typicality,NULL
2350,460,1,two_3.png,two_4.png,html-button-response,83,158528,5d00d7e1a6d3c500194518f5,typicality,NULL
2351,625,0,six_4.png,six_5.png,html-button-response,84,159160,5d00d7e1a6d3c500194518f5,typicality,NULL
2352,601,1,seven_2.png,seven_8.png,html-button-response,85,159767,5d00d7e1a6d3c500194518f5,typicality,NULL
2353,516,1,nine_8.png,nine_1.png,html-button-response,86,160287,5d00d7e1a6d3c500194518f5,typicality,NULL
2354,682,0,two_1.png,two_5.png,html-button-response,87,160976,5d00d7e1a6d3c500194518f5,typicality,NULL
2355,1508,0,two_5.png,two_1.png,html-button-response,88,162491,5d00d7e1a6d3c500194518f5,typicality,NULL
2356,1574,1,nine_9.png,nine_3.png,html-button-response,89,164069,5d00d7e1a6d3c500194518f5,typicality,NULL
2357,1213,1,six_2.png,six_3.png,html-button-response,90,165290,5d00d7e1a6d3c500194518f5,typicality,NULL
2358,1223,0,six_4.png,six_6.png,html-button-response,91,166520,5d00d7e1a6d3c500194518f5,typicality,NULL
2359,1033,1,one_7.png,one_9.png,html-button-response,92,167559,5d00d7e1a6d3c500194518f5,typicality,NULL
2360,1244,0,one_4.png,one_1.png,html-button-response,93,168810,5d00d7e1a6d3c500194518f5,typicality,NULL
2361,1621,1,nine_5.png,nine_1.png,html-button-response,94,170437,5d00d7e1a6d3c500194518f5,typicality,NULL
2362,1220,1,three_8.png,three_4.png,html-button-response,95,171662,5d00d7e1a6d3c500194518f5,typicality,NULL
2363,1285,0,eight_7.png,eight_1.png,html-button-response,96,172955,5d00d7e1a6d3c500194518f5,typicality,NULL
2364,656,0,eight_4.png,eight_5.png,html-button-response,97,173616,5d00d7e1a6d3c500194518f5,typicality,NULL
2365,856,1,three_6.png,three_1.png,html-button-response,98,174480,5d00d7e1a6d3c500194518f5,typicality,NULL
2366,1358,0,three_5.png,three_9.png,html-button-response,99,175845,5d00d7e1a6d3c500194518f5,typicality,NULL
2367,1349,0,four_2.png,four_7.png,html-button-response,100,177200,5d00d7e1a6d3c500194518f5,typicality,NULL
2368,1391,1,zero_10.png,zero_1.png,html-button-response,101,178599,5d00d7e1a6d3c500194518f5,typicality,NULL
2369,1166,0,six_10.png,six_2.png,html-button-response,102,179770,5d00d7e1a6d3c500194518f5,typicality,NULL
2370,3007,0," "," ",html-button-response,0,3020,5984f13fe684850001dfd582,typicality,NULL
2371,16271,NULL," "," ",instructions,1,19295,5984f13fe684850001dfd582,typicality,NULL
2372,46308,NULL,NULL,NULL,survey-text,2,65610,5984f13fe684850001dfd582,typicality,"{"Q0":"Irregularities "}"
2373,12454,0,nine_1.png,nine_3.png,html-button-response,3,78070,5984f13fe684850001dfd582,typicality,NULL
2374,7232,1,zero_5.png,zero_8.png,html-button-response,4,85306,5984f13fe684850001dfd582,typicality,NULL
2375,1404,1,six_9.png,six_2.png,html-button-response,5,86713,5984f13fe684850001dfd582,typicality,NULL
2376,3878,0,one_8.png,one_3.png,html-button-response,6,90594,5984f13fe684850001dfd582,typicality,NULL
2377,6826,1,two_10.png,two_7.png,html-button-response,7,97424,5984f13fe684850001dfd582,typicality,NULL
2378,6498,1,nine_5.png,nine_10.png,html-button-response,8,103925,5984f13fe684850001dfd582,typicality,NULL
2379,5890,0,six_8.png,six_6.png,html-button-response,9,109818,5984f13fe684850001dfd582,typicality,NULL
2380,4044,1,two_8.png,two_1.png,html-button-response,10,113866,5984f13fe684850001dfd582,typicality,NULL
2381,4552,0,one_5.png,one_9.png,html-button-response,11,118421,5984f13fe684850001dfd582,typicality,NULL
2382,7157,0,four_2.png,four_5.png,html-button-response,12,125582,5984f13fe684850001dfd582,typicality,NULL
2383,5103,0,eight_3.png,eight_4.png,html-button-response,13,130688,5984f13fe684850001dfd582,typicality,NULL
2384,4632,0,zero_6.png,zero_9.png,html-button-response,14,135323,5984f13fe684850001dfd582,typicality,NULL
2385,2528,0,nine_3.png,nine_5.png,html-button-response,15,137855,5984f13fe684850001dfd582,typicality,NULL
2386,5395,0,six_1.png,six_6.png,html-button-response,16,143253,5984f13fe684850001dfd582,typicality,NULL
2387,6340,1,five_6.png,five_1.png,html-button-response,17,149598,5984f13fe684850001dfd582,typicality,NULL
2388,6214,0,six_4.png,six_8.png,html-button-response,18,155816,5984f13fe684850001dfd582,typicality,NULL
2389,1309,0,zero_7.png,zero_3.png,html-button-response,19,157128,5984f13fe684850001dfd582,typicality,NULL
2390,4873,1,nine_2.png,nine_6.png,html-button-response,20,162003,5984f13fe684850001dfd582,typicality,NULL
2391,5027,0,five_3.png,five_5.png,html-button-response,21,167034,5984f13fe684850001dfd582,typicality,NULL
2392,4145,0,three_4.png,three_1.png,html-button-response,22,171183,5984f13fe684850001dfd582,typicality,NULL
2393,1654,0,zero_6.png,zero_10.png,html-button-response,23,172840,5984f13fe684850001dfd582,typicality,NULL
2394,1207,0,zero_4.png,zero_1.png,html-button-response,24,174050,5984f13fe684850001dfd582,typicality,NULL
2395,857,1,six_10.png,six_2.png,html-button-response,25,174911,5984f13fe684850001dfd582,typicality,NULL
2396,993,0,six_7.png,six_10.png,html-button-response,26,175906,5984f13fe684850001dfd582,typicality,NULL
2397,975,1,eight_9.png,eight_10.png,html-button-response,27,176884,5984f13fe684850001dfd582,typicality,NULL
2398,2440,0,four_10.png,four_7.png,html-button-response,28,179327,5984f13fe684850001dfd582,typicality,NULL
2399,1578,1,nine_1.png,nine_4.png,html-button-response,29,180908,5984f13fe684850001dfd582,typicality,NULL
2400,1130,1,seven_7.png,seven_5.png,html-button-response,30,182041,5984f13fe684850001dfd582,typicality,NULL
2401,1367,1,two_2.png,two_9.png,html-button-response,31,183410,5984f13fe684850001dfd582,typicality,NULL
2402,1227,0,seven_3.png,seven_10.png,html-button-response,32,184641,5984f13fe684850001dfd582,typicality,NULL
2403,2973,1,nine_6.png,nine_7.png,html-button-response,33,187616,5984f13fe684850001dfd582,typicality,NULL
